temperature,humidity,ambient_light,soil_moisture,ethylene_ppb,CO2_ppm
19.47,35.92,7758.61,26.94,2.56,454.98
21.96,71.24,4053.23,37.85,1.44,307.08
16.5,54.92,1428.78,29.06,0.84,316.84
27.84,60.02,3123.89,28.27,4.52,395.91
31.24,59.98,9007.56,17.84,2.24,473.33
26.91,86.9,8433.33,14.67,1.68,391.73
33.53,55.52,9001.78,19.69,4.31,383.76
16.53,80.6,1786.02,15.04,3.52,469.19
16.99,36.57,5389.21,24.69,3.43,508.2
19.18,81.92,2771.27,16.44,3.96,585.22
33.49,86.29,9159.64,32.7,1.92,327.56
31.42,75.26,7706.5,24.65,4.56,408.89
20.75,67.34,1949.43,30.2,3.18,707.24
20.78,62.06,9791.61,33.4,2.74,764.66
33.43,64.06,3523.25,23.56,4.02,669.06
29.57,47.64,7893.48,23.19,4.38,401.7
19.65,54.67,7298.06,11.27,3.63,376.87
24.55,68.52,7499.82,20.34,4.88,538.36
27.92,59.76,5089.57,21.53,3.82,455.5
22.26,82.42,6230.81,11.95,2.99,635.7
28.09,63.67,6487.9,29.61,1.98,389.68
29.8,77.75,9975.03,39.63,2.49,385.97
18.74,36.63,1857.53,16.03,1.08,729.91
21.23,63.32,4725.58,31.03,2.89,741.41
30.31,35.65,7163.95,11.35,3.52,332.01
32.36,84.96,9506.75,28.85,0.58,459.58
31.69,41.97,7754.43,23.7,1.79,681.88
34.81,85.86,4774.13,31.4,0.99,697.48
19.68,64.28,4907.96,10.67,1.1,399.11
23.27,70.11,2609.64,32.97,1.78,566.21
29.72,44.53,5798.74,28.3,4.58,302.47
31.87,58.13,7946.77,36.76,1.03,482.48
33.48,78.02,4892.66,19.02,0.7,557.27
28.88,48.65,8192.12,32.1,3.42,721.13
34.41,87.91,9657.66,26.25,1.56,700.89
17.8,67.55,7971.88,23.02,2.2,764.04
21.15,61.69,3903.04,36.87,3.93,526.07
15.76,41.71,8184.01,15.23,3.28,627.14
25.06,46.79,2917.11,23.14,0.67,313.21
32.19,34.72,6148.65,21.38,1.72,357.8
20.8,30.31,1051.57,25.15,3.14,604.7
30.9,53.91,7208.51,26.28,4.54,392.85
27.14,52.44,2340.86,17.83,2.11,604.85
25.64,57.16,8586.86,23.41,4.77,477.76
16.36,33.34,4265.61,26.0,4.22,423.51
33.56,69.7,9200.29,29.29,1.32,319.11
28.63,88.58,3404.84,25.04,3.98,727.39
26.74,34.49,1064.51,33.51,2.62,347.1
26.31,51.97,5083.09,34.35,2.92,575.84
17.08,81.53,3890.85,17.89,1.03,581.87
31.9,40.07,3274.88,38.36,1.36,433.18
31.13,38.41,7282.18,20.52,2.58,313.5
21.58,49.74,4537.38,16.59,0.72,544.41
31.4,36.68,5670.67,29.34,3.1,659.12
32.97,71.21,6438.47,33.96,0.58,449.65
32.69,87.95,3548.35,14.58,4.59,603.34
20.07,60.31,4673.13,28.1,4.52,379.01
31.05,50.1,1548.24,10.96,2.68,579.24
33.55,38.98,1768.04,24.89,4.07,711.99
26.38,34.41,6129.26,31.96,4.71,648.31
19.23,75.42,2168.89,38.78,1.45,359.31
18.83,50.38,6947.26,20.37,2.41,539.91
28.5,64.38,7737.72,38.44,1.43,711.97
26.27,86.01,2447.44,23.63,2.69,703.11
34.89,40.97,3559.7,27.19,4.24,300.37
17.14,77.93,9494.31,32.54,2.49,544.25
23.23,72.61,2306.82,21.69,2.54,685.91
23.7,63.82,6350.0,31.01,4.58,787.63
29.73,53.01,1343.22,17.38,4.01,567.61
17.09,40.31,9447.16,32.71,1.27,780.42
24.65,61.52,5255.87,20.74,4.25,581.36
31.92,59.74,8669.69,32.77,4.93,681.91
33.23,71.83,8044.47,24.08,2.51,687.38
31.57,88.67,9294.88,24.04,1.46,476.04
32.03,88.89,1303.24,28.27,2.9,573.78
31.77,41.54,4744.74,15.43,0.62,313.3
32.69,39.3,8023.31,38.7,3.41,336.29
21.77,85.78,7213.0,11.54,0.83,675.54
15.15,59.71,2910.46,28.02,4.14,678.8
28.79,88.95,8998.37,25.52,0.65,324.71
31.21,33.37,8448.64,36.56,3.44,731.21
19.33,65.22,5246.11,39.16,2.25,619.06
23.66,84.45,1721.56,17.88,4.55,317.87
19.57,71.43,3230.6,17.66,3.66,486.68
27.88,51.28,5870.13,23.33,4.73,417.64
25.24,72.72,5591.21,33.33,1.31,751.79
31.55,35.41,4672.58,31.08,4.04,637.07
25.18,54.84,2802.44,26.16,2.53,328.64
16.98,61.0,9125.71,27.64,4.99,799.86
27.01,77.66,7975.6,33.91,1.81,413.65
16.58,65.12,7689.09,22.52,4.38,563.9
24.6,71.0,3755.06,26.95,2.09,474.34
20.34,63.3,2115.31,33.33,4.05,737.95
17.47,71.06,3049.57,30.09,0.52,767.22
16.76,51.76,5193.04,34.74,2.04,503.54
16.15,70.57,9928.52,32.47,2.3,568.71
20.19,67.31,4271.75,34.47,3.51,640.3
20.66,84.02,1926.11,27.26,2.68,490.75
31.66,58.94,9017.08,33.68,4.68,579.98
32.73,63.45,2922.46,28.93,4.99,589.12
29.87,89.41,1584.74,36.71,0.9,709.52
19.51,76.22,9002.06,28.19,2.6,490.97
26.03,87.41,7587.78,32.64,4.05,682.14
30.64,48.54,8873.87,24.75,1.8,363.17
30.37,75.48,8731.8,25.43,1.42,468.89
33.09,37.52,9839.85,24.63,4.78,389.48
27.8,33.56,8483.36,13.1,1.04,377.94
31.1,44.74,8257.85,39.45,1.28,366.42
27.15,31.53,7763.14,37.26,4.56,690.46
31.31,39.62,9726.33,22.35,2.38,543.09
21.13,63.18,9188.09,18.11,2.71,750.97
21.11,45.39,2512.85,12.94,3.22,495.73
22.38,79.52,2100.35,14.63,2.37,724.09
19.08,33.03,7716.38,19.18,1.52,384.62
21.13,71.56,5216.34,15.8,3.39,652.29
33.51,54.36,5256.25,18.47,3.75,391.18
22.1,61.75,5909.11,34.93,1.6,435.75
22.97,42.15,8342.2,14.88,1.69,563.31
32.19,64.45,7538.75,37.76,1.07,428.55
19.0,54.13,3907.21,12.22,2.13,579.68
23.38,31.28,5284.15,39.25,4.8,774.14
18.72,71.15,7486.34,12.49,2.54,742.76
32.22,58.29,6392.14,27.49,3.05,775.75
16.09,79.56,4480.56,37.56,4.54,688.15
30.92,44.56,5872.41,16.56,0.76,597.35
27.64,50.36,3809.93,30.18,0.54,382.34
16.6,73.21,2259.42,28.79,0.64,643.29
19.16,30.17,9450.88,24.03,4.03,595.16
21.83,62.36,6205.38,30.89,3.11,668.73
23.35,70.08,3898.3,24.02,4.44,650.57
27.68,54.06,1509.73,26.94,2.07,536.0
20.15,57.28,5952.48,10.87,1.45,698.88
22.38,59.91,3970.12,35.47,3.2,307.51
23.87,51.31,9203.74,24.65,2.58,401.43
31.99,50.34,7901.46,28.62,2.84,339.63
28.64,35.17,8438.73,11.04,2.51,566.42
27.81,77.14,9378.24,35.98,1.49,599.29
28.47,88.15,5830.8,12.72,4.1,613.22
25.42,64.21,9313.72,30.7,2.23,760.44
26.89,49.92,5835.61,28.99,4.29,550.48
31.71,51.07,1248.18,31.22,0.92,662.55
32.83,53.82,1917.6,20.47,3.69,732.52
19.26,53.04,1981.53,39.27,4.87,376.95
33.18,44.65,5290.9,29.05,0.93,700.73
23.52,83.78,1415.69,16.96,0.68,331.51
22.19,74.37,3027.41,31.73,4.0,310.84
23.6,83.6,9743.28,20.54,2.17,528.88
30.17,79.16,7119.79,35.7,2.72,563.77
24.2,71.74,6740.84,13.83,3.59,507.12
33.99,62.22,4121.49,18.76,3.92,576.27
24.87,81.04,2960.27,33.8,4.61,560.88
25.66,77.32,8894.76,24.46,3.26,558.46
21.52,34.3,5626.5,22.8,1.04,751.52
22.17,59.19,8220.85,22.38,0.73,758.31
17.68,69.07,7819.15,26.8,3.15,306.09
31.13,85.43,6561.81,32.55,0.58,402.75
27.96,35.62,4243.38,20.68,3.38,627.42
18.68,43.28,6401.77,29.5,4.05,532.5
27.47,33.13,9738.24,28.44,4.4,458.23
28.74,84.79,7721.82,16.32,3.15,446.62
33.46,53.39,2958.36,20.93,3.93,436.84
30.94,36.59,8218.52,33.65,1.18,393.8
31.26,44.06,3831.25,36.08,1.7,739.72
30.11,47.47,4466.72,36.98,3.18,628.64
33.65,65.89,5159.82,17.5,4.33,596.11
16.5,51.25,4610.69,21.83,1.15,440.8
28.23,49.28,4588.35,27.86,1.01,726.19
15.32,79.64,2800.65,37.07,1.12,776.68
17.69,75.04,8023.75,14.55,4.13,564.91
17.93,45.79,5991.14,31.46,2.77,446.31
16.39,77.13,3986.92,39.86,4.15,481.3
22.94,70.42,7115.37,10.54,1.45,708.39
18.77,43.35,1139.46,27.57,0.96,511.83
34.76,44.43,4308.29,23.03,4.25,470.33
32.18,51.01,9210.02,16.48,2.67,790.2
18.04,79.04,9201.34,18.08,2.14,485.0
23.78,76.2,3580.7,25.35,1.23,593.01
32.17,69.81,2993.04,20.01,1.99,650.24
17.62,52.5,8483.29,28.41,1.67,471.26
34.83,70.47,6082.79,20.87,1.17,313.12
23.74,81.93,8876.72,36.95,2.61,556.06
27.28,56.47,2392.53,18.87,3.6,461.03
30.98,58.34,1015.71,27.54,2.23,738.96
23.16,70.54,2387.82,21.6,3.06,775.14
21.58,74.4,2046.14,38.82,3.18,502.81
33.65,47.76,4647.0,29.11,4.8,575.49
24.77,84.11,2571.18,17.47,4.7,631.77
19.74,55.63,3909.5,32.8,4.08,565.2
15.55,58.21,6490.14,23.49,4.78,476.43
34.37,58.4,7632.28,32.63,1.82,774.08
26.66,59.73,4073.06,32.58,0.52,383.47
21.55,42.87,5511.05,19.04,3.87,622.51
29.63,51.94,8313.54,10.83,1.01,702.31
25.64,83.06,8063.43,20.46,2.46,689.87
17.29,65.13,2729.48,28.87,3.47,535.84
15.86,82.56,6585.31,14.2,1.49,416.43
20.47,86.92,9033.77,31.72,2.01,776.39
20.46,60.85,2225.37,25.53,3.57,732.55
15.45,80.77,1789.75,39.98,2.42,324.03
21.92,49.5,3970.75,18.96,2.75,613.91
22.8,59.02,8866.53,14.45,3.47,321.06
25.13,35.87,1435.52,29.78,2.82,496.39
24.01,57.49,9919.73,18.84,3.69,782.02
15.3,70.65,2404.36,31.15,4.04,401.27
15.7,72.3,5897.11,22.62,0.87,715.24
18.76,41.66,5509.56,13.94,0.77,470.83
25.3,36.6,6167.52,39.2,2.22,657.69
28.21,68.82,2710.4,16.73,3.46,447.67
33.75,87.32,2951.25,32.62,1.59,477.45
31.28,58.24,4543.8,13.12,4.83,725.78
17.18,65.24,5960.13,19.93,4.47,659.03
19.76,36.06,8623.51,12.04,2.24,667.51
22.44,88.62,2456.06,23.47,3.02,616.83
19.67,84.12,4273.3,23.28,2.84,566.52
22.98,59.79,5569.13,22.79,1.88,309.39
15.89,75.84,9149.33,38.15,1.35,723.81
18.97,37.76,3785.56,11.34,3.77,798.47
32.24,48.56,8663.3,25.9,3.27,787.83
17.86,73.72,6925.7,25.83,4.36,584.73
32.48,89.73,2236.72,27.16,1.78,349.26
26.01,72.71,9198.23,26.16,1.44,727.1
16.54,84.88,3612.65,37.09,3.47,467.58
33.38,52.44,4774.0,10.17,3.59,458.42
16.8,53.2,8256.86,12.25,2.39,391.91
22.63,53.31,2871.67,39.18,1.52,716.27
31.46,65.63,4883.55,12.72,4.47,792.54
30.25,87.86,7670.06,22.78,0.59,689.69
22.14,64.7,1252.08,22.75,3.43,766.17
33.9,45.65,3574.78,29.35,1.31,712.94
28.51,42.39,3359.74,14.37,4.07,738.43
26.87,43.37,4790.56,35.67,4.09,450.95
15.39,41.46,5236.31,37.24,3.45,659.43
16.95,57.54,3258.09,36.81,2.02,539.76
30.62,89.41,4229.02,16.03,3.84,775.49
15.37,37.41,9121.58,33.39,4.39,666.87
16.36,39.42,5700.35,11.92,4.05,550.78
26.54,57.98,3421.61,29.45,1.3,718.24
24.93,46.97,6375.19,12.99,4.48,376.52
26.78,36.57,1596.65,32.47,4.58,324.98
34.24,64.77,4974.87,32.67,2.17,554.18
22.43,66.1,3949.43,15.36,3.1,717.34
22.17,85.05,8598.53,13.5,3.72,445.6
31.01,81.49,4900.4,17.47,4.08,656.21
26.77,40.28,5983.9,32.11,3.94,536.14
27.06,84.62,2291.84,14.31,1.11,334.92
17.58,38.86,8207.9,22.8,4.0,520.11
30.1,82.23,9514.67,28.26,4.15,682.09
26.32,42.8,4444.65,35.91,2.28,482.38
19.3,32.78,4750.14,14.72,0.53,790.06
16.4,87.86,4774.44,26.87,4.79,327.24
18.87,86.9,5861.49,27.74,2.58,373.99
33.49,49.83,4853.5,38.81,4.48,544.96
17.13,30.97,9213.17,20.35,2.45,773.33
17.94,49.81,3437.19,16.03,4.56,629.7
20.69,41.48,3675.11,24.33,0.66,323.03
19.47,62.01,1535.18,13.19,4.08,409.56
34.32,42.36,5842.25,13.03,2.34,334.39
15.99,68.45,7118.13,16.54,1.6,417.56
17.42,87.63,5121.74,35.57,2.88,377.27
25.35,34.93,1411.99,14.68,2.15,502.27
25.2,80.99,6135.94,19.09,1.98,491.35
34.96,87.73,8636.52,16.08,0.56,658.03
33.17,82.71,5214.68,21.34,1.79,763.76
18.09,41.86,2218.08,29.69,2.93,772.46
27.98,47.38,5733.39,11.4,3.48,508.64
19.56,89.34,1081.35,22.3,4.06,437.83
26.19,61.85,3554.99,36.48,3.5,516.45
34.97,77.66,5131.63,35.18,3.29,525.4
26.23,65.06,2282.96,38.63,4.68,463.41
18.43,82.59,9363.94,24.6,2.7,608.17
31.15,44.23,3543.96,11.61,2.78,782.19
26.01,38.92,5420.1,34.27,2.03,649.59
32.19,69.26,1513.16,27.11,4.82,388.71
32.99,35.74,1426.94,24.35,2.58,690.35
20.01,86.82,2380.02,23.79,4.89,471.17
20.55,37.05,1888.25,39.43,2.77,318.16
28.96,33.82,1906.52,15.54,0.83,378.6
30.22,52.05,8611.19,16.75,1.21,649.23
29.29,88.68,9582.03,24.55,4.85,544.31
26.81,65.54,7878.33,15.52,0.72,553.42
24.34,52.31,1281.83,29.86,2.3,486.44
22.52,81.7,5577.19,37.57,1.88,746.59
24.89,62.91,9654.89,18.8,4.17,427.48
20.38,48.73,2072.97,39.49,2.53,354.27
28.72,43.07,5297.68,22.21,1.16,676.53
31.61,52.37,2161.65,19.78,1.82,420.6
24.01,62.12,1884.42,26.58,3.12,641.19
15.84,37.81,2136.13,30.0,1.59,402.17
25.96,59.95,9284.92,30.64,3.44,664.04
15.85,45.12,8299.7,39.08,4.29,601.19
24.64,87.3,1344.37,30.69,4.51,413.51
23.45,36.11,7413.23,10.89,1.46,376.9
21.59,59.84,2896.47,23.45,3.03,573.01
31.54,65.33,4942.37,13.27,1.95,522.29
32.46,78.34,2808.0,30.37,3.78,475.61
30.58,50.98,2123.2,25.45,1.98,703.91
31.87,73.51,3005.81,29.18,2.46,607.98
27.37,81.26,4548.56,24.44,4.97,320.4
16.18,47.05,5486.98,21.94,1.03,626.48
27.17,66.7,5933.14,26.49,3.82,648.32
30.29,73.16,2562.72,30.76,1.04,768.17
22.51,59.8,8376.85,33.25,1.48,570.95
20.2,35.26,2465.75,25.61,2.85,546.48
29.63,58.93,3387.91,27.59,2.52,438.99
26.6,54.04,9638.89,28.62,1.05,772.84
30.94,74.26,9671.36,19.38,2.76,432.64
34.57,66.39,7046.92,20.58,2.13,726.71
18.34,59.14,8813.64,17.54,1.62,621.48
32.45,39.05,9264.37,16.56,4.51,352.79
19.21,51.87,1776.12,17.22,1.85,485.21
32.74,48.84,5873.11,32.53,4.56,327.03
16.0,62.84,3048.99,18.69,4.23,593.56
30.58,31.73,2042.32,25.24,2.62,507.4
34.57,75.53,5032.93,22.22,2.96,710.02
23.89,74.19,3825.44,16.84,3.28,539.51
30.11,33.96,5855.32,37.88,2.2,378.13
23.38,87.67,4999.19,10.73,2.63,596.66
26.86,78.54,3704.08,17.72,4.46,569.07
18.94,46.63,2943.87,12.55,4.07,546.41
29.59,67.6,9631.65,14.63,4.09,519.26
19.02,66.3,4372.74,29.51,2.84,458.67
23.3,45.52,6066.32,22.82,1.13,580.83
25.42,57.86,4751.0,16.8,2.75,438.05
34.48,87.54,5587.46,14.2,2.15,742.85
30.0,76.82,9862.04,36.51,1.16,413.76
22.09,55.67,4516.23,13.9,3.57,418.8
25.45,42.04,2336.29,18.13,3.17,494.57
21.35,71.15,7175.4,20.38,1.64,641.74
21.99,54.35,4920.75,15.15,2.27,431.98
29.44,62.97,4131.19,38.37,2.54,446.96
32.23,36.64,4982.06,10.55,1.93,403.54
24.92,81.81,9356.79,30.9,3.93,401.99
27.32,63.36,8835.32,16.14,4.67,487.42
24.6,63.97,5473.92,24.23,1.04,686.28
27.84,61.06,1339.16,25.64,4.75,307.48
22.37,45.82,1870.23,22.56,0.84,744.93
16.16,45.72,7512.23,25.22,2.61,605.58
27.32,73.07,6575.97,33.35,4.64,314.87
25.54,74.62,5193.77,29.1,1.84,526.23
26.72,58.64,8720.5,15.08,1.62,445.06
34.0,53.53,6501.48,17.14,1.92,424.29
29.31,72.81,3618.51,29.87,1.84,631.84
15.73,41.22,2874.62,15.47,2.3,379.95
22.74,79.68,7181.54,36.29,3.52,463.93
20.45,80.47,5319.9,31.79,3.89,754.49
23.55,53.64,6163.55,13.46,3.77,454.64
29.08,85.88,2881.6,35.85,2.47,469.99
34.94,62.17,8771.31,11.48,4.98,356.28
34.62,58.06,4608.06,20.93,3.27,543.49
21.72,70.14,7855.54,29.93,1.25,350.11
18.45,30.15,3085.03,19.42,2.71,784.06
31.8,32.78,1723.64,24.91,4.82,642.72
26.71,72.46,8600.73,35.71,2.22,431.74
30.52,49.68,5173.28,26.21,0.89,735.14
24.39,79.26,2276.93,17.81,3.4,773.97
24.08,58.44,8122.79,18.89,3.37,729.45
22.94,81.02,8117.55,19.91,3.78,473.42
33.6,72.89,5243.25,35.18,3.38,416.6
24.81,57.29,6084.89,11.47,1.91,691.29
26.88,35.69,2437.22,21.71,3.96,634.62
22.27,56.07,7084.75,26.34,3.27,455.81
25.67,44.55,8721.15,14.27,2.05,793.09
34.74,87.45,9790.31,20.44,3.19,400.88
21.55,73.91,6504.08,38.9,0.62,420.88
19.68,34.2,2032.65,10.41,1.09,478.09
16.48,35.29,4130.23,34.11,2.63,575.16
34.88,54.03,9938.04,29.22,3.45,740.74
20.35,31.97,8914.21,33.61,3.73,779.33
25.84,57.19,1771.71,36.44,2.71,343.46
32.96,71.32,5095.08,23.12,1.41,728.94
16.96,77.43,5432.8,32.22,1.53,321.79
29.27,61.08,9076.47,18.52,1.69,579.29
17.16,53.27,1434.87,32.91,4.3,783.94
25.91,77.1,5555.5,13.22,4.11,663.8
31.84,58.35,9082.27,36.04,3.94,348.87
28.97,68.11,8480.83,35.35,3.0,665.77
32.79,88.35,6668.18,13.41,0.81,365.63
28.2,66.26,1807.87,19.6,3.8,702.94
34.22,85.05,3422.06,13.43,4.35,654.71
29.85,59.81,1487.14,10.16,0.71,344.31
17.59,57.03,6056.08,13.79,4.22,588.39
26.94,55.36,9379.1,36.76,1.24,532.86
33.3,79.46,9203.62,11.03,3.15,581.09
25.51,41.42,1673.18,31.54,3.13,788.06
22.68,57.05,1745.33,30.34,3.33,613.97
26.68,37.97,9769.34,19.44,3.64,572.66
32.08,61.34,8903.82,29.03,2.61,382.83
31.84,74.14,6688.63,30.7,4.12,470.75
20.79,59.25,7243.83,29.3,1.85,529.48
28.41,79.79,8780.72,24.34,4.79,753.34
26.27,73.5,5816.47,28.7,4.83,720.15
19.48,73.42,4094.23,22.7,2.19,323.24
29.23,61.54,2128.7,14.57,2.12,660.77
19.53,59.62,4210.57,31.86,3.24,654.28
27.79,63.3,2156.81,35.09,2.13,662.89
20.69,85.15,6166.51,15.39,2.62,735.38
24.6,74.11,8183.43,12.03,1.69,465.04
17.02,43.79,5610.14,30.9,1.2,713.35
27.87,64.89,1983.8,22.14,4.13,459.53
24.67,43.15,2333.97,15.3,2.55,623.17
15.41,31.64,1604.29,36.85,3.27,453.82
29.37,46.26,6632.06,36.04,4.82,437.02
31.83,67.3,1563.43,14.22,2.18,416.58
26.46,36.63,5488.28,14.46,3.56,352.04
17.94,84.47,8971.53,31.65,3.57,682.97
17.08,81.07,4653.02,21.19,3.95,601.24
25.13,86.44,2998.48,15.67,3.71,722.79
29.26,66.51,6310.64,27.1,1.23,646.05
15.95,66.63,6341.03,35.03,0.58,499.06
20.41,82.1,9312.82,37.14,3.4,722.7
18.58,38.43,2233.21,22.46,4.76,381.35
19.24,82.36,9419.54,26.67,4.73,770.8
28.9,44.53,8874.5,26.51,2.27,639.99
17.93,45.21,5728.43,25.74,3.24,412.6
31.86,67.76,2741.9,12.6,3.05,450.73
31.84,48.9,5200.53,13.28,2.79,584.65
27.6,64.45,9214.69,13.78,3.73,427.62
15.16,59.8,5951.02,28.67,3.47,568.72
16.26,73.76,2138.64,27.63,3.56,622.01
32.38,42.6,6884.74,20.72,3.97,327.88
34.13,36.16,9549.96,26.67,1.61,366.78
19.35,75.1,7602.73,34.31,3.76,633.72
18.53,43.82,3637.28,14.56,1.09,480.33
25.7,67.96,4585.97,15.7,1.49,707.0
22.3,83.31,9582.36,37.75,1.94,691.34
18.55,77.16,4518.03,11.8,1.85,384.96
25.28,37.69,4416.65,11.55,0.69,714.73
33.37,74.87,4762.75,23.99,2.56,425.73
23.34,51.23,8194.47,23.39,2.96,465.82
31.47,61.14,4741.72,25.33,3.06,698.73
21.35,49.64,2147.33,24.74,4.14,300.52
30.47,54.37,5001.06,19.19,2.75,575.57
30.27,47.21,4420.75,35.7,4.9,600.08
25.01,84.82,8490.74,15.82,2.75,360.05
25.5,59.13,5915.05,26.63,0.76,695.18
25.03,81.56,5401.08,17.34,3.55,773.42
26.91,83.33,6975.75,24.59,1.79,554.08
16.79,82.17,5998.1,30.18,2.97,568.12
27.83,61.52,3117.49,34.19,2.3,500.73
33.92,73.03,2142.4,11.54,2.51,537.06
24.49,32.3,3417.17,24.03,1.91,793.23
28.64,32.83,6168.47,26.94,3.79,308.52
20.15,85.51,2447.82,26.93,0.61,620.39
17.9,86.55,1025.41,19.29,4.3,713.55
17.08,82.49,3918.99,13.4,1.37,610.98
34.52,31.74,8386.25,29.25,4.23,359.86
16.96,56.94,2184.22,36.15,2.4,364.25
25.86,50.12,1944.63,28.65,3.09,712.9
28.12,32.87,7189.5,33.86,3.52,499.31
26.67,40.69,8316.07,24.46,4.63,502.95
15.32,30.52,6944.13,13.87,4.12,717.06
31.61,59.07,8258.19,36.56,1.32,353.23
32.38,59.3,3779.08,26.5,0.73,388.3
30.03,42.82,2279.69,18.53,1.28,378.78
24.19,38.62,9375.41,37.11,1.82,654.74
24.64,46.98,1624.39,26.69,4.22,634.62
30.85,45.25,8684.34,30.3,3.5,605.09
23.94,85.85,4184.36,34.91,4.82,574.79
15.56,66.44,5017.27,33.25,0.81,528.58
21.94,38.01,3905.88,23.04,3.92,323.75
25.23,33.06,2985.14,27.67,1.23,690.67
28.0,85.94,5368.68,13.47,1.49,547.29
28.18,61.75,5622.56,13.52,2.19,523.48
33.79,51.41,3925.4,25.98,4.1,757.32
21.83,86.42,2546.69,39.04,1.91,721.59
20.02,78.23,1712.49,29.31,4.47,695.32
29.62,53.68,1454.33,34.95,1.2,362.36
15.73,61.57,8910.44,12.64,4.26,610.51
29.9,31.74,2429.41,20.84,2.11,774.26
32.24,81.79,9036.19,39.79,3.31,737.46
15.37,76.08,9705.64,22.43,1.72,327.17
21.81,78.04,2850.86,30.2,4.39,410.4
30.03,79.86,8220.98,28.49,1.4,785.66
28.83,68.77,4096.85,22.49,1.2,790.05
18.98,31.43,9772.67,38.85,4.94,716.14
32.3,55.66,8947.15,12.16,2.56,316.01
29.17,33.08,5263.45,35.24,5.0,518.44
29.93,43.58,3118.96,19.44,2.89,694.32
23.39,48.38,9970.32,27.19,3.18,624.87
25.18,80.6,2313.72,12.72,2.22,738.46
23.2,84.55,2604.43,36.49,2.98,761.98
21.0,63.66,8726.98,33.73,0.61,453.23
23.65,71.61,1037.96,22.14,4.1,525.96
25.26,46.34,4746.75,16.19,4.71,682.02
27.73,37.65,3977.26,28.67,1.94,360.74
19.43,67.57,1681.59,31.69,0.69,353.4
30.45,59.95,4853.22,23.74,1.3,554.45
21.26,84.79,7290.45,28.42,1.15,761.55
21.24,38.76,3911.73,37.22,1.02,469.44
33.63,30.29,4708.9,25.98,3.26,533.64
20.74,39.11,5828.91,31.34,0.74,514.63
34.36,36.46,7877.29,18.72,4.91,735.76
19.92,76.55,4081.21,20.37,4.9,412.0
21.54,88.15,6761.83,23.2,3.3,654.14
21.91,81.58,8157.03,12.82,0.98,361.11
29.02,78.48,9696.23,36.65,4.42,705.18
28.34,73.46,2348.49,35.86,3.52,333.77
19.86,55.3,2103.55,37.68,3.77,473.18
32.31,33.88,1694.94,14.19,2.84,458.51
21.49,71.41,3553.76,11.15,4.28,527.72
29.98,57.88,4823.6,15.52,2.95,380.69
21.71,36.18,8300.43,14.42,3.18,691.26
30.47,32.1,8868.78,17.58,3.91,433.12
33.99,31.63,7829.9,24.59,2.71,461.51
24.42,89.07,4519.55,24.7,1.64,618.14
31.12,44.53,2558.68,14.54,0.59,693.27
24.65,59.13,6952.29,30.69,3.89,546.88
22.55,71.04,1666.79,34.52,3.5,533.13
25.81,45.55,9643.59,33.93,3.26,790.59
18.38,86.11,9531.13,22.75,2.39,391.96
20.82,49.85,1163.02,10.63,1.46,417.72
34.99,32.98,1912.15,25.02,2.84,328.45
18.86,57.77,3503.33,35.44,3.43,369.37
18.99,46.45,6597.61,14.79,2.33,465.77
22.09,74.18,1151.37,29.33,1.02,760.69
22.57,64.4,8296.01,16.11,2.14,700.94
34.25,36.68,1909.03,37.62,4.74,471.55
29.17,77.73,2617.34,31.6,2.09,773.6
21.64,72.37,3732.93,20.18,4.85,310.31
29.95,34.0,1100.18,32.67,2.17,419.05
29.95,40.42,1006.09,28.13,2.17,439.57
18.81,34.81,6640.42,39.42,1.92,401.83
18.04,49.41,3026.78,27.9,4.63,794.54
21.66,48.2,9153.97,25.06,4.43,538.39
18.46,69.97,6299.96,13.33,2.8,691.82
23.38,78.32,9848.4,14.99,3.53,339.3
17.04,48.0,4419.48,35.55,3.75,500.29
24.39,50.63,6725.25,11.05,1.62,681.56
22.09,31.78,4154.0,25.83,2.05,370.96
17.48,63.63,7073.82,14.73,2.82,626.37
23.34,31.95,5881.79,37.09,4.2,443.66
29.98,46.28,9708.13,19.54,4.86,610.2
15.7,74.72,6915.7,24.88,2.31,675.06
18.71,63.71,1399.2,16.96,2.15,722.53
16.56,80.73,4594.48,32.86,1.52,540.36
31.68,36.37,1573.3,20.28,4.93,663.6
32.66,63.55,9096.87,29.9,3.69,787.2
24.44,63.92,1693.07,25.4,1.06,411.32
28.09,42.8,7790.74,11.58,0.87,549.04
30.64,58.3,9033.35,36.98,0.95,402.28
18.7,69.7,7350.71,39.6,1.82,611.77
15.83,56.76,2629.23,15.05,1.82,679.3
19.07,74.79,2003.7,31.16,1.62,557.85
17.54,69.44,8487.98,22.38,4.72,521.81
27.95,55.11,1274.82,36.68,0.97,652.52
20.61,78.37,9754.48,21.26,4.32,400.35
15.17,67.44,9165.97,28.32,1.3,789.56
19.65,89.41,4904.49,27.93,3.95,356.82
21.74,87.16,3261.8,10.24,1.59,733.93
16.75,46.93,4635.84,12.35,3.55,457.42
23.54,38.51,1849.93,19.9,1.62,743.95
20.81,39.63,4375.84,17.5,1.11,694.27
18.37,65.35,4867.13,14.22,1.01,738.61
17.54,69.19,1095.76,10.9,0.66,625.49
17.85,41.56,4143.2,32.87,3.41,339.42
27.95,79.45,8443.43,35.75,2.59,307.8
24.13,68.24,6835.71,13.33,4.31,645.17
31.37,81.82,5160.68,12.87,3.38,671.63
