temperature,humidity,ambient_light,soil_moisture,ethylene_ppb,CO2_ppm
22.17,56.36,9370.85,12.76,4.12,487.86
15.1,86.4,7130.4,33.36,1.63,322.34
24.68,56.39,9230.6,27.33,3.18,338.69
20.32,77.12,8844.12,23.13,3.32,483.57
28.33,49.98,1189.55,30.66,1.65,556.0
29.83,86.85,8705.79,26.34,1.64,752.43
21.31,73.49,5220.23,10.03,0.57,487.41
33.33,52.56,8858.61,34.99,4.94,778.59
32.6,67.29,4152.93,28.12,3.6,503.66
18.91,71.02,2046.26,16.45,2.62,748.59
27.25,36.64,6278.47,17.04,2.36,589.99
24.5,72.43,8483.6,10.15,3.31,301.17
16.4,53.9,1945.61,32.08,4.74,767.05
19.04,42.87,4025.32,17.71,1.89,685.73
33.25,41.74,6762.61,30.95,0.7,521.96
32.2,66.32,9801.21,32.8,4.34,671.25
26.92,77.8,7295.59,35.81,1.18,734.37
31.65,70.38,9287.07,17.4,3.73,363.5
22.03,68.38,7728.74,23.54,1.67,640.66
32.44,83.04,3239.79,26.47,3.08,628.16
27.8,58.49,1695.2,39.52,0.81,622.84
30.62,37.2,1006.55,15.08,2.21,545.04
31.43,77.09,6221.21,26.73,3.66,791.34
18.0,84.88,4685.4,11.1,4.34,435.46
20.85,69.15,5527.34,34.0,2.48,691.74
21.44,68.75,8833.63,36.23,1.41,522.31
26.57,83.27,6486.13,20.1,2.27,318.35
17.96,71.07,1965.11,22.87,0.96,575.69
33.88,50.83,8712.67,17.87,2.74,514.02
24.5,88.28,7466.01,17.29,3.0,573.41
23.64,82.04,3856.04,35.46,4.24,300.15
22.93,63.5,6696.88,25.82,3.35,447.31
32.89,86.92,7388.51,24.46,1.9,730.94
20.11,86.02,5299.43,13.36,4.63,585.22
26.08,65.57,5033.58,10.25,2.21,774.34
18.61,40.29,1131.61,18.51,4.82,525.21
17.14,57.06,5473.18,15.16,3.69,590.93
26.72,81.48,7002.76,15.24,3.95,797.07
32.92,30.16,2382.51,37.51,0.97,661.18
26.28,62.28,4945.45,35.61,2.92,436.2
32.09,55.85,4517.2,29.53,2.86,717.47
31.17,72.89,1101.56,15.87,3.73,743.57
22.86,55.95,9533.96,29.2,0.8,528.89
21.05,63.08,2628.88,13.5,0.8,322.11
32.23,45.16,9914.71,39.91,4.33,692.32
24.12,37.16,5273.87,36.41,4.81,396.21
28.41,32.27,7695.11,28.65,2.42,690.63
23.58,65.26,7814.23,25.96,0.53,567.38
18.08,42.99,8212.57,27.25,1.63,541.35
27.4,70.3,3789.95,18.44,0.53,627.1
18.13,61.17,8707.79,27.71,0.82,389.31
19.54,52.73,6961.71,37.31,4.09,498.58
17.49,84.5,8017.92,32.46,0.97,565.78
19.98,43.3,9248.11,25.18,3.18,716.17
15.13,52.75,4051.25,27.29,3.28,496.29
23.96,74.9,6798.85,21.98,4.38,482.77
32.13,57.47,6710.81,34.74,3.4,670.55
15.68,51.13,6574.31,24.39,1.64,524.5
24.67,60.15,4019.8,12.24,2.9,300.47
28.39,52.81,3268.36,22.38,4.64,700.2
32.46,82.23,5230.31,22.83,3.32,382.13
16.6,44.57,1788.19,25.93,4.13,567.88
27.87,32.41,4521.13,23.04,3.51,459.34
27.17,47.26,8149.68,16.0,3.0,633.83
18.62,50.3,7387.54,12.27,4.93,379.54
32.22,32.71,9210.3,14.14,2.08,659.81
23.97,30.76,1165.23,31.54,0.79,329.92
32.47,37.74,2474.46,34.69,4.02,324.64
25.19,81.91,5021.22,31.43,2.04,597.74
16.33,33.76,6919.19,36.99,2.03,540.15
33.79,50.7,7943.62,27.98,0.63,370.19
17.76,38.14,9329.25,25.2,3.22,416.56
21.47,49.84,3542.69,11.18,1.68,353.51
28.33,56.48,7370.3,11.94,4.37,622.3
31.22,64.33,8214.06,34.39,4.16,551.01
25.08,48.2,3881.15,28.13,3.37,322.47
31.93,36.57,6889.23,26.52,4.91,405.37
30.77,74.16,5839.34,22.86,3.2,502.91
21.16,87.57,6868.4,17.14,2.16,502.11
22.81,49.94,4954.15,29.2,3.27,635.94
30.82,76.78,1201.1,23.6,2.42,763.88
31.81,34.42,8080.27,27.12,0.92,312.03
18.69,73.56,3646.22,31.27,4.04,395.53
33.6,67.69,4064.82,26.93,2.22,316.59
22.35,43.75,9777.94,14.52,2.29,708.9
15.83,52.92,5187.53,11.87,1.46,561.1
19.66,70.25,9273.09,13.66,2.18,525.08
33.48,89.57,5286.83,23.86,2.14,504.26
21.74,35.05,6271.44,13.24,3.32,369.88
24.26,53.9,9587.16,16.17,4.14,571.45
29.26,34.02,4504.01,19.86,0.62,462.97
34.43,63.62,8620.1,28.38,0.74,480.89
30.37,53.93,4808.04,28.27,0.96,668.57
26.1,74.83,2329.7,33.78,1.36,660.34
29.43,54.9,4431.68,32.63,3.21,312.12
30.16,70.85,4015.25,30.7,1.81,522.64
28.86,87.48,7433.46,35.71,3.12,425.56
27.31,54.32,4821.92,10.16,2.8,419.87
15.64,42.66,2226.63,15.54,4.04,369.91
21.22,33.76,5988.24,37.15,2.92,345.94
16.69,34.76,7612.49,22.84,2.82,743.92
20.86,56.34,9410.53,37.94,4.85,657.74
29.2,73.88,4021.29,17.6,3.57,762.4
24.52,88.65,5757.11,13.95,1.35,472.26
34.76,31.99,9975.31,20.01,4.16,372.18
24.36,41.33,3907.63,24.21,1.37,690.15
23.53,77.64,7555.87,24.75,0.57,323.04
18.47,33.91,9621.63,36.84,4.53,508.25
18.83,83.41,8192.98,23.35,1.35,694.23
34.86,75.22,7499.02,32.73,4.02,517.9
33.0,83.83,3145.18,31.72,1.36,721.59
23.56,78.7,7867.36,12.59,4.49,517.97
32.7,79.9,3953.05,14.01,4.94,764.27
19.43,82.93,1871.22,34.55,3.55,742.53
20.44,79.49,6175.45,32.3,1.04,439.41
19.45,61.69,7540.41,32.71,1.52,301.76
34.2,84.35,4830.57,27.57,4.49,707.6
27.28,34.38,7644.06,30.01,0.56,420.56
33.59,86.99,2969.27,31.1,1.98,315.43
15.26,40.68,8582.85,26.33,4.31,634.55
34.64,35.19,2767.82,12.08,2.66,371.82
23.46,41.42,9032.32,31.46,4.48,729.81
25.36,61.53,2661.5,38.23,4.55,561.8
26.02,55.01,5891.07,19.73,4.47,310.92
27.7,49.32,1250.31,39.06,0.59,307.34
24.82,69.31,4869.2,23.79,4.71,660.23
28.42,77.0,4257.07,27.42,3.44,680.1
29.81,47.65,7466.55,38.4,0.7,314.83
23.24,70.63,3659.75,15.76,0.71,441.06
33.53,37.0,5170.45,24.54,2.94,740.81
22.97,41.66,7283.58,11.14,2.03,326.03
26.02,74.07,6015.07,18.04,4.91,733.86
24.09,46.74,7875.58,36.21,1.48,507.92
34.83,83.08,7788.02,14.91,1.65,396.84
22.97,80.72,1718.51,10.29,1.69,615.26
24.28,69.88,7455.76,28.61,0.71,753.62
33.45,40.15,5246.62,26.4,3.08,778.24
27.17,87.55,3172.94,12.77,4.27,746.77
16.53,59.98,6308.78,32.94,4.45,474.22
24.48,78.75,3442.67,16.98,2.34,470.88
20.65,61.58,6859.17,11.22,3.15,672.21
22.16,85.98,1205.21,16.69,0.71,498.91
23.43,83.85,3432.99,15.58,4.15,308.98
31.59,53.12,3847.3,21.74,2.58,473.14
29.23,85.17,5658.0,27.73,2.29,599.23
28.16,83.46,1706.27,21.29,0.96,530.37
16.61,71.48,3447.61,33.69,4.54,627.47
28.6,77.08,5705.0,33.64,1.3,516.4
29.15,72.43,7032.05,39.47,2.49,766.32
27.75,69.92,6053.2,37.48,1.54,595.21
21.86,44.49,8925.49,33.68,3.58,374.92
26.98,33.57,8385.08,10.14,1.81,517.03
31.35,79.56,2635.26,21.48,0.58,402.38
19.89,74.88,1260.66,24.91,2.03,518.0
16.72,33.21,8460.54,23.09,4.19,781.9
30.83,72.62,5941.4,11.49,3.56,656.8
24.3,69.68,5617.4,11.39,4.63,366.94
29.68,64.35,9219.58,32.61,4.73,551.75
33.99,35.13,2546.27,12.61,0.73,531.84
29.39,78.16,1412.8,14.19,2.43,495.34
17.29,88.38,5759.03,24.69,2.05,658.87
16.66,78.59,6007.24,31.22,4.11,405.78
19.22,42.23,9740.91,20.26,3.48,589.56
32.49,39.79,1344.19,38.32,4.91,430.73
25.83,50.55,9079.52,27.99,4.1,623.75
16.06,88.82,6958.42,11.1,0.8,546.04
15.17,44.58,5443.24,33.51,4.84,702.15
26.93,45.76,2095.17,34.02,4.37,704.63
20.65,69.01,1508.12,28.33,1.76,606.77
15.86,36.53,7099.05,28.64,3.92,477.52
29.28,67.9,7239.6,13.47,1.15,526.89
32.99,30.98,8786.58,22.33,1.29,421.95
26.22,39.61,2499.66,15.09,3.45,695.03
31.37,80.62,9438.32,35.86,3.31,642.96
28.18,58.95,9839.06,21.63,3.4,615.51
16.41,67.11,4069.24,25.72,4.26,520.99
31.46,76.24,4583.55,30.57,4.49,611.68
16.19,70.25,4046.39,33.72,1.08,649.01
26.46,40.02,7814.97,11.5,0.95,767.71
33.99,83.89,7224.04,37.91,0.9,405.08
32.13,63.13,3702.86,39.69,3.21,460.83
19.45,50.92,9124.67,15.11,0.65,519.25
25.67,88.32,7995.48,19.97,2.34,502.2
31.37,34.46,4124.02,15.28,1.82,493.25
22.72,70.47,3243.8,26.68,4.15,687.62
16.27,73.92,1787.6,28.16,4.44,432.39
15.62,52.32,8245.85,24.64,3.95,563.92
33.49,73.79,3143.61,22.87,2.58,521.04
28.47,89.95,2850.03,33.63,3.75,655.17
33.07,75.89,7918.1,22.37,0.72,319.0
27.47,39.92,6260.01,35.18,1.69,443.35
22.94,45.17,6968.12,27.02,4.8,709.94
19.81,63.89,9879.2,23.08,4.98,556.82
33.15,75.63,4278.82,23.99,2.12,763.02
23.27,44.34,3431.45,31.11,1.78,725.7
19.34,32.35,5944.91,26.03,1.56,662.41
24.47,46.91,9513.05,16.53,4.78,741.76
29.95,62.06,3407.71,11.3,2.78,470.69
18.35,85.78,9498.12,24.19,1.47,767.94
19.01,52.84,9565.21,20.1,2.28,642.06
27.02,73.32,3161.74,34.79,3.41,318.5
26.84,57.45,2479.71,10.93,0.52,562.37
17.34,54.35,6686.05,28.39,3.22,376.99
19.82,50.33,3424.71,24.52,1.11,612.78
27.76,54.6,7025.96,25.88,4.42,316.08
24.15,69.45,1739.69,15.23,3.98,515.6
16.93,66.29,1657.0,25.05,1.84,394.76
28.39,69.06,4257.62,38.22,3.73,642.77
22.3,45.59,8646.48,39.04,4.18,657.58
20.25,52.14,6988.27,13.63,0.74,619.21
33.36,60.18,8008.55,13.03,3.93,760.88
18.65,89.07,5597.66,18.47,1.0,307.6
22.82,41.22,2424.96,38.4,0.86,571.65
32.13,34.39,9810.09,31.2,2.74,586.72
24.13,89.3,1277.49,10.07,1.89,659.62
20.2,86.46,8054.74,20.71,3.6,581.88
27.16,67.39,5501.78,19.99,3.97,520.69
30.44,70.45,4948.3,32.13,3.25,765.71
34.48,54.86,9641.56,17.72,4.34,470.66
29.51,48.96,5141.46,25.04,3.95,422.17
31.22,87.75,2343.5,13.07,2.16,362.36
29.03,87.56,2111.36,18.84,1.73,686.25
15.69,68.43,1972.97,32.63,1.96,587.05
20.15,66.87,5720.17,15.51,0.93,428.74
30.6,88.34,3904.11,23.91,2.85,555.89
27.66,72.44,2307.46,30.65,3.31,516.37
28.5,48.75,7923.26,30.28,3.28,387.14
33.57,45.44,7731.9,33.21,3.44,551.18
25.1,84.64,5445.75,18.71,3.96,532.17
32.61,40.07,8314.66,27.9,4.81,634.5
33.51,49.93,8426.11,33.29,0.77,379.45
34.87,47.51,8573.53,33.07,1.22,606.63
18.94,52.57,1317.19,14.0,4.85,389.9
19.8,55.71,3108.23,28.96,4.58,423.66
26.37,59.31,7724.12,20.07,2.36,505.6
28.28,32.56,1748.18,13.97,2.28,320.2
22.01,71.65,8530.39,19.73,1.03,362.84
26.97,88.27,2401.48,36.24,4.42,443.86
33.71,72.82,9387.84,26.78,0.94,498.48
26.35,31.25,9564.79,33.31,1.37,732.33
20.12,82.59,3024.47,12.78,1.04,306.94
33.98,40.86,2172.57,37.93,0.78,768.0
29.23,80.84,7842.77,10.64,2.23,422.94
30.25,67.74,6057.32,28.93,4.09,504.16
16.77,33.01,2209.13,10.14,0.87,314.1
23.72,62.55,4875.73,35.71,4.64,586.0
26.79,52.08,2726.6,15.66,3.9,465.16
31.64,83.62,5414.03,32.6,2.93,452.67
23.06,61.86,8585.86,36.59,2.29,492.2
30.11,73.94,9168.46,11.25,2.57,733.0
28.49,56.92,1445.24,34.62,3.81,452.12
34.4,70.46,6043.21,20.6,3.96,465.79
21.58,33.14,2985.28,14.01,3.14,786.15
19.48,76.63,2616.64,22.68,2.54,470.49
33.28,84.13,5116.84,38.23,3.52,478.41
33.03,50.46,6365.45,29.38,1.85,327.49
33.37,79.15,9107.91,15.31,1.22,524.95
31.03,40.98,2124.38,29.18,3.11,640.09
20.14,70.93,7287.19,25.46,3.75,341.83
25.25,84.63,9862.84,35.93,1.39,604.3
25.11,87.74,7641.82,20.42,4.17,476.37
25.83,57.89,6564.41,22.55,3.15,717.21
29.62,46.8,1838.67,21.32,4.39,613.24
32.43,70.05,9613.92,11.33,0.94,661.16
29.78,64.78,6484.98,17.05,4.65,399.36
18.12,54.06,9164.02,18.21,3.59,551.87
31.85,49.73,9285.08,25.16,0.91,468.95
17.65,48.42,5412.4,17.41,3.12,751.05
27.18,46.24,4662.43,37.41,2.8,406.8
28.92,56.44,7652.9,36.4,3.23,626.11
19.45,83.8,8977.01,34.32,2.28,627.08
34.63,32.21,4203.48,14.25,0.73,302.98
20.91,49.32,6611.08,23.03,2.25,475.52
23.89,84.02,1878.18,19.13,3.54,663.64
34.24,49.58,7537.85,24.55,0.69,666.31
26.44,73.62,5720.77,19.11,0.86,538.9
27.07,85.73,4112.76,14.71,3.87,527.44
30.81,77.69,6564.44,12.95,4.84,449.14
26.83,83.0,9818.55,12.24,4.09,642.07
34.66,44.68,5824.53,18.47,4.37,389.11
29.13,44.16,7018.81,20.35,3.92,624.04
27.98,63.1,2047.63,15.99,2.21,339.63
25.21,42.22,9656.08,25.97,3.1,497.27
30.49,41.91,6504.76,26.32,4.09,328.88
28.37,44.02,2850.37,14.3,2.16,541.91
27.84,69.9,1698.13,39.42,3.91,404.47
33.93,81.58,2532.03,20.42,0.75,585.45
19.59,62.05,3657.31,34.25,0.93,647.34
15.4,40.71,8716.85,16.08,0.71,620.25
23.12,39.89,4268.75,38.48,3.5,454.75
25.6,33.85,9698.0,17.43,1.44,554.99
22.12,62.08,7984.57,36.3,1.39,550.47
25.69,53.13,9561.08,14.42,4.46,421.12
33.47,52.22,4136.22,28.37,2.37,601.59
24.19,85.5,7345.45,15.81,0.97,479.09
29.34,34.47,2750.21,16.3,3.24,377.62
24.66,40.3,7326.27,27.78,1.28,603.28
34.31,63.02,6235.61,21.98,1.39,468.66
17.02,49.76,5679.5,24.6,3.43,680.27
15.78,47.65,8064.7,19.66,2.78,301.8
16.21,77.84,9512.39,15.07,3.54,356.36
21.45,31.22,9584.97,26.87,3.88,567.33
25.01,34.94,1023.26,33.6,4.92,552.19
28.3,30.08,9765.54,17.16,4.5,632.02
33.76,33.44,2222.11,26.75,2.43,571.08
15.49,31.65,8419.35,21.22,3.57,799.4
22.93,59.0,9085.29,34.3,4.03,300.09
28.72,88.45,1993.86,18.52,2.47,724.54
22.69,43.2,3438.69,12.03,3.67,427.84
22.09,53.21,1697.45,35.57,1.77,508.66
29.85,56.54,1382.05,27.87,2.38,536.32
26.36,42.75,7441.11,33.95,2.61,428.48
18.95,66.05,8359.71,38.83,0.79,347.01
25.42,39.83,9712.35,12.48,1.23,768.15
24.19,50.2,2133.98,32.48,4.75,747.31
32.43,70.87,8086.63,20.68,3.49,564.42
15.8,86.36,3809.91,38.84,1.71,596.73
16.76,34.16,7051.04,13.55,1.46,772.27
22.95,76.27,2068.84,24.43,1.42,420.13
15.08,56.51,6017.53,12.91,1.35,480.5
18.37,62.0,2145.95,15.3,3.3,612.85
32.94,46.04,5179.82,38.25,4.53,639.11
23.1,81.63,7561.76,33.47,2.57,755.42
34.38,31.85,2467.71,20.87,2.69,683.42
15.28,56.8,6719.89,14.97,4.08,461.61
27.56,57.79,6436.32,33.32,3.79,771.3
21.74,67.24,1073.43,23.82,4.75,744.28
16.04,53.25,9232.11,35.61,3.81,391.65
34.34,66.88,1381.71,16.38,1.09,500.86
25.34,37.36,2857.22,18.2,3.97,629.15
23.12,66.21,5049.15,12.03,4.85,439.35
27.96,84.37,5511.18,23.82,2.91,486.03
21.02,51.96,5753.85,35.56,2.95,649.77
20.43,81.7,3341.09,27.56,2.15,621.34
22.64,86.91,3713.14,15.91,0.84,312.34
18.69,85.57,4276.09,37.17,3.55,637.42
27.22,46.91,6555.68,38.69,4.33,401.35
24.99,45.38,7524.46,28.82,4.7,525.84
17.41,51.42,7346.7,18.41,2.49,388.34
30.68,44.83,7248.21,36.11,2.52,472.44
18.64,33.03,1982.4,14.66,2.96,375.42
34.39,55.2,1400.16,15.65,1.12,677.13
24.7,51.63,6828.79,22.15,1.84,514.61
22.09,59.74,5979.56,15.11,3.91,769.88
25.03,82.47,3972.38,28.37,2.85,410.49
29.1,51.84,9974.85,13.41,0.66,791.37
20.88,83.46,6816.5,22.97,3.48,335.56
18.92,88.8,2579.58,37.77,4.05,585.62
25.84,53.82,1631.49,27.17,1.64,538.86
27.25,79.08,3579.61,19.63,0.86,317.32
24.64,44.46,8118.2,30.98,4.01,728.57
22.24,85.66,8728.21,36.27,4.1,494.87
16.76,64.01,9730.66,27.76,0.57,754.45
18.16,64.57,9141.78,28.58,2.74,789.57
30.47,34.1,7195.72,38.08,1.27,523.9
22.52,50.48,8009.62,14.69,4.77,686.57
28.87,33.56,9763.45,18.1,0.79,612.22
16.33,67.45,6797.59,12.69,1.32,532.15
20.05,44.44,2015.93,37.66,4.91,336.61
25.78,32.19,6704.77,11.4,1.97,692.61
31.61,82.94,9841.14,21.64,1.77,611.18
21.42,65.49,2447.64,24.51,2.49,464.48
22.73,40.59,3558.57,35.29,2.1,398.62
18.0,57.61,9084.03,35.24,0.52,515.63
27.31,60.39,9429.57,10.8,4.85,449.09
17.29,40.94,5590.16,12.51,1.59,437.81
31.39,32.71,4516.12,20.69,3.12,610.99
15.41,77.62,2666.33,38.45,3.65,338.29
30.15,61.04,7461.15,33.44,4.06,360.41
21.95,83.94,8587.76,26.46,0.61,629.81
32.68,50.22,1376.02,23.27,4.16,321.75
27.75,77.05,4327.83,21.27,2.36,322.94
33.2,63.75,9510.35,11.56,3.51,485.64
32.82,87.2,4556.87,17.12,4.27,376.09
28.42,80.42,6700.59,18.38,1.3,715.92
31.07,73.08,2147.1,28.28,2.03,563.8
19.21,80.11,7676.42,16.97,2.24,471.88
32.0,61.29,2435.11,24.39,4.65,366.49
29.73,52.22,3476.46,14.41,3.56,560.86
34.65,68.52,8649.31,22.86,2.2,337.79
23.44,48.45,1291.44,12.69,1.86,759.19
26.57,51.11,2367.09,29.31,4.99,673.31
20.63,33.87,9450.5,29.51,3.64,360.98
24.09,52.96,9199.93,15.87,2.09,738.52
27.82,31.18,5000.82,31.24,1.73,571.93
33.33,58.51,8751.03,28.6,2.92,588.88
30.65,59.67,4606.54,22.04,4.67,594.72
30.59,71.17,6161.41,36.87,4.21,559.01
20.35,53.02,4593.45,24.72,3.4,409.96
24.17,49.69,3330.92,19.27,4.8,590.14
24.54,80.93,7039.3,26.9,1.99,344.9
16.99,48.08,1131.37,38.02,4.03,511.88
15.78,50.62,9049.84,30.79,3.12,507.07
33.68,69.78,5810.25,20.18,4.45,790.7
30.37,80.08,3130.74,32.79,1.36,462.58
33.34,80.79,8590.17,27.27,4.61,680.72
19.48,82.35,6464.58,26.34,4.5,647.93
32.04,57.6,7594.88,12.25,1.66,488.98
31.94,62.82,8829.03,20.37,1.62,647.03
28.01,49.0,9155.45,37.94,3.69,371.0
29.25,69.78,2556.9,12.48,2.9,777.64
34.07,59.28,8722.59,30.31,1.78,602.71
31.19,64.3,3055.04,39.88,3.35,470.05
21.8,85.11,1660.24,33.49,3.07,429.22
16.22,82.69,3850.14,38.06,2.13,310.53
20.9,44.72,6752.74,33.81,3.96,787.72
24.61,50.77,8922.56,31.94,4.97,622.19
16.13,85.87,4408.56,32.94,1.23,470.31
32.36,81.83,6357.16,16.69,2.39,779.12
22.26,35.18,8312.42,10.14,2.73,463.44
17.2,47.63,3643.79,12.05,2.52,776.89
28.37,76.13,8749.2,27.65,1.16,746.51
27.27,69.03,7247.44,36.9,0.78,519.9
15.95,87.1,9170.81,25.46,4.48,702.58
21.5,74.78,7325.12,15.57,1.73,558.84
23.52,35.53,2189.21,34.74,1.96,696.51
22.05,83.46,5315.54,20.85,3.51,709.51
26.25,38.41,7426.03,27.56,2.56,366.88
21.34,71.59,1840.6,36.66,4.32,771.13
17.92,64.55,6233.58,38.39,1.08,465.9
25.5,67.87,8257.23,12.21,3.22,778.89
30.19,34.51,4985.78,11.74,1.8,480.91
16.07,32.43,9629.09,29.55,1.92,635.54
32.28,43.17,1861.05,35.52,2.09,342.72
32.11,58.36,3619.45,39.29,4.21,351.46
21.85,36.59,3742.5,24.64,1.3,434.57
27.1,59.7,2654.56,38.84,0.85,352.43
22.33,77.49,3287.13,24.75,2.03,534.82
16.25,30.18,2544.69,23.12,1.19,336.19
15.69,32.62,4759.74,28.21,2.92,586.97
24.92,58.42,1583.54,31.94,1.43,777.53
29.31,50.03,7615.88,20.65,3.57,450.0
30.1,35.35,7542.64,39.08,4.06,380.19
22.95,53.92,7675.13,20.57,1.02,423.48
26.05,78.78,5565.35,30.46,1.31,359.43
16.92,79.44,7943.34,22.57,3.91,712.28
21.85,73.01,7520.23,25.99,1.03,321.93
34.65,66.54,7746.18,34.26,2.75,379.34
32.48,84.28,6834.95,31.66,2.4,707.21
31.84,49.66,4713.06,26.82,2.78,780.23
16.1,57.46,3590.45,16.27,1.7,632.72
24.97,78.46,5471.52,35.02,2.91,767.46
21.52,66.56,7509.73,37.65,3.56,665.37
20.02,40.94,2359.9,22.65,3.78,610.34
17.24,65.29,7444.26,37.66,0.52,657.89
23.93,54.31,2581.61,31.69,1.54,353.22
17.54,53.71,8639.21,18.26,4.11,611.74
23.72,61.33,1038.67,29.37,2.11,749.86
17.52,34.4,3609.27,29.48,2.61,419.05
16.19,83.59,6747.49,32.69,3.28,767.29
24.19,53.65,2814.07,36.5,4.03,710.72
18.39,44.78,2243.51,16.24,3.51,772.06
25.25,60.97,5612.81,33.54,4.58,576.01
33.8,42.36,6097.1,14.53,4.45,720.94
18.42,34.39,6640.69,20.44,4.14,484.81
22.31,76.6,6007.58,37.68,0.71,405.27
17.13,47.88,8904.94,15.09,1.06,536.14
24.6,82.23,4914.95,21.11,3.63,407.24
25.76,81.88,8703.26,24.65,1.04,758.49
25.83,77.91,3828.61,18.54,2.26,550.69
34.01,40.18,3228.6,29.46,2.02,622.11
27.77,54.47,6067.92,35.39,3.06,533.73
33.55,79.45,3021.92,10.73,4.56,313.62
17.69,69.69,6316.49,26.16,1.28,336.51
26.1,59.59,9073.06,31.75,4.88,304.2
31.45,59.51,1287.66,36.68,1.82,447.27
31.96,74.88,3001.32,12.6,3.02,504.71
34.13,44.94,7199.83,38.67,4.59,782.79
16.27,85.25,3775.94,20.25,2.74,756.12
32.14,36.25,8749.27,15.4,0.66,362.01
32.25,50.07,6163.34,28.91,2.46,511.32
30.68,66.95,9624.1,29.03,2.44,770.55
15.82,86.52,5404.32,37.75,0.56,630.91
29.19,49.51,2875.72,31.99,0.82,621.57
23.97,57.63,4292.0,24.7,2.61,753.22
18.42,88.57,6497.69,26.78,4.89,527.34
19.37,85.22,4557.45,15.31,4.72,447.77
28.53,33.23,5675.32,33.56,3.0,774.13
30.34,44.58,8378.51,27.65,3.8,422.37
23.21,42.71,5186.53,20.89,1.08,578.46
28.39,60.15,5410.12,36.6,4.25,617.53
32.39,43.98,4430.35,10.44,3.7,691.88
15.78,80.17,7369.04,36.46,3.02,570.7
22.1,57.08,8539.12,37.89,4.3,309.81
22.72,85.08,5227.57,18.1,4.39,347.51
24.42,77.98,6614.21,32.75,2.76,482.37
18.07,52.72,5162.5,35.26,0.9,719.66
30.66,84.63,7507.39,32.81,1.66,758.44
32.95,41.29,2978.9,24.62,1.53,536.25
16.18,61.7,6565.73,23.81,2.95,368.86
20.55,86.54,3346.57,23.89,4.38,528.74
18.48,85.65,8421.35,37.4,4.5,311.27
25.21,39.67,7095.58,27.45,2.51,576.67
32.19,85.77,2032.33,29.67,0.95,337.35
16.24,65.46,6459.38,30.24,3.12,372.6
15.19,37.89,7123.1,38.98,1.38,539.76
22.13,40.08,4254.16,38.19,3.76,613.03
32.4,71.08,2977.25,15.4,3.67,336.17
32.82,54.55,5891.26,23.09,3.45,621.19
30.69,47.54,5191.57,28.48,2.86,515.55
27.35,39.07,6448.74,19.27,2.11,577.55
23.45,66.18,9199.96,11.22,3.22,627.3
28.43,55.69,6244.56,31.77,2.26,311.81
30.09,86.64,5416.07,14.82,0.92,510.87
33.45,46.01,6423.53,25.86,4.89,488.41
26.9,72.24,4560.1,38.81,4.66,658.87
34.7,58.33,3879.91,34.67,2.09,501.92
32.54,75.76,4329.53,29.43,1.49,538.74
28.07,77.5,8062.02,11.03,1.19,414.56
21.54,62.27,2435.32,27.14,3.8,732.67
27.63,60.88,1463.01,11.98,4.88,628.73
20.0,30.42,3505.41,26.09,2.87,320.97
22.55,72.8,9863.75,16.81,3.26,375.42
32.43,51.46,1876.09,17.02,1.6,326.44
18.25,72.82,9899.82,39.5,2.77,786.62
21.1,58.16,1308.47,25.18,3.65,689.96
34.72,77.07,4330.11,20.2,3.8,765.03
33.25,31.59,7689.25,18.36,4.9,790.71
26.98,41.94,5631.01,36.49,4.46,435.82
34.51,58.56,5196.15,28.72,2.28,572.73
17.27,65.5,8499.98,28.5,3.71,548.76
33.17,39.0,8069.58,35.45,2.37,778.14
22.03,79.53,3383.12,29.33,4.86,391.87
15.12,50.37,4326.91,26.53,2.28,633.95
20.08,57.19,9365.94,23.07,3.36,507.06
33.31,61.89,7974.59,28.61,3.93,455.27
26.09,77.42,4612.65,16.4,4.45,493.31
19.8,76.65,3564.76,15.35,3.17,414.54
29.1,57.47,8991.67,26.52,0.91,374.33
34.22,88.28,5207.04,24.32,1.86,598.52
16.08,48.16,8060.12,25.44,3.72,526.33
32.09,33.68,6296.12,21.92,1.04,574.75
32.64,65.23,6586.85,33.32,3.6,360.54
32.7,50.11,2381.59,23.15,4.9,641.67
20.56,33.74,2117.54,36.3,0.83,351.08
23.68,80.26,5676.29,28.27,2.93,474.25
32.85,44.64,9727.69,26.65,2.39,309.85
33.29,70.59,6066.81,31.89,2.66,471.54
23.96,51.67,2362.97,23.68,4.5,712.52
30.43,77.37,6284.62,20.87,4.29,744.98
33.13,46.67,7313.4,33.54,1.67,522.69
32.49,76.3,3911.42,34.83,1.65,485.31
16.79,88.52,1441.98,32.94,1.51,780.83
15.82,51.1,8574.42,22.71,2.41,429.74
30.89,33.09,3443.09,25.2,4.24,623.97
28.71,30.49,1178.43,32.29,2.69,427.27
25.72,85.04,9994.73,35.6,1.46,726.4
28.18,31.14,6244.91,14.55,3.55,684.55
23.42,77.36,5817.95,38.68,3.22,660.22
34.19,74.6,8468.24,15.5,1.65,319.53
22.84,47.36,4270.5,33.42,2.11,513.76
33.03,35.58,2466.33,34.38,4.04,659.69
19.82,57.15,1510.15,18.85,2.84,746.48
29.12,50.42,7629.28,37.65,3.74,731.06
18.3,71.02,8265.92,21.49,3.0,735.84
16.16,65.64,6035.98,38.36,4.33,740.36
32.96,45.02,2083.78,20.27,3.72,710.02
28.59,64.6,1497.0,13.06,3.29,374.32
